,carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy
28363,0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78,58.314114000000004,0.9956427015250545
38750,0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79,58.139694,0.9891067538126362
13617,1.13,Premium,H,VS2,62.8,59.0,5571,6.63,6.58,4.15,181.04541,1.0075987841945289
3758,1.02,Ideal,E,SI2,62.3,56.0,3455,6.42,6.37,3.98,162.76369200000002,1.0078492935635792
19979,1.51,Premium,J,VS1,61.8,61.0,8524,7.26,7.21,4.47,233.98036199999999,1.0069348127600555
11988,1.03,Ideal,G,SI1,60.3,58.0,5143,6.57,6.62,3.98,173.103732,0.9924471299093656
30732,0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76,55.270655999999995,0.997767857142857
43738,0.51,Very Good,E,SI1,61.3,54.0,1438,5.13,5.18,3.16,83.97194400000001,0.9903474903474904
23530,1.5,Very Good,E,SI1,61.4,59.0,11533,7.24,7.41,4.5,241.4178,0.9770580296896086
16223,1.05,Ideal,G,VS2,60.8,57.0,6486,6.58,6.65,4.02,175.90314,0.9894736842105263
33198,0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,4.29,2.68,49.78287600000001,1.0093240093240092
49986,0.74,Good,F,SI2,59.3,61.0,2190,5.87,5.97,3.51,123.004089,0.9832495812395311
4299,0.78,Ideal,G,VS2,62.0,57.0,3590,5.9,5.86,3.65,126.19510000000001,1.006825938566553
39133,0.41,Ideal,G,VS2,62.7,56.0,1061,4.77,4.74,2.98,67.377204,1.0063291139240504
41040,0.41,Ideal,E,VVS2,60.9,56.0,1187,4.75,4.81,2.91,66.48622499999999,0.9875259875259876
4753,1.02,Premium,F,SI2,62.5,58.0,3686,6.4,6.47,4.02,166.46015999999997,0.9891808346213293
10846,1.16,Premium,H,SI2,60.2,59.0,4872,6.84,6.78,4.1,190.13832,1.008849557522124
24755,2.02,Ideal,I,SI2,61.7,57.0,13109,8.05,8.12,4.99,326.17634000000004,0.9913793103448277
51365,0.78,Ideal,J,VS1,61.9,57.0,2365,5.88,5.91,3.65,126.84042,0.9949238578680203
16107,1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98,164.55111000000002,0.993798449612403
29629,0.35,Premium,H,SI2,61.6,58.0,441,4.49,4.54,2.78,56.669188000000005,0.9889867841409692
32706,0.31,Premium,F,VS2,60.8,60.0,802,4.37,4.34,2.65,50.259370000000004,1.0069124423963134
51668,0.7,Ideal,I,VS1,62.4,56.0,2398,5.66,5.68,3.54,113.806752,0.9964788732394367
49917,0.71,Very Good,G,SI1,62.9,56.0,2184,5.68,5.73,3.59,116.84157599999999,0.9912739965095985
45963,0.24,Ideal,E,VVS2,61.3,57.0,526,4.0,4.02,2.46,39.556799999999996,0.9950248756218907
9259,1.1,Very Good,H,SI2,59.8,60.0,4561,6.7,6.77,4.03,182.79677,0.9896602658788775
40355,0.43,Premium,F,VS1,62.5,58.0,1129,4.85,4.78,3.01,69.78083,1.014644351464435
47739,0.7,Premium,I,SI2,62.4,58.0,1890,5.68,5.64,3.53,113.08425599999998,1.0070921985815602
52555,0.7,Ideal,F,VS2,62.0,57.0,2535,5.71,5.67,3.53,114.286221,1.0070546737213404
4559,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81,146.45297100000002,0.9903691813804173
9536,1.01,Good,F,SI1,62.4,59.0,4619,6.3,6.42,3.97,160.57062,0.9813084112149533
43674,0.5,Very Good,D,SI1,62.8,53.0,1436,5.04,5.08,3.18,81.418176,0.9921259842519685
36432,0.31,Premium,D,VS2,61.8,57.0,942,4.41,4.36,2.71,52.106796,1.0114678899082568
11624,1.01,Very Good,H,VS2,61.0,63.0,5050,6.41,6.38,3.9,159.49362,1.0047021943573669
36365,0.33,Ideal,F,VVS1,61.9,55.0,939,4.46,4.47,2.76,55.023911999999996,0.9977628635346757
24888,2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01,352.24307999999996,1.0035842293906811
44181,0.71,Premium,H,SI2,61.7,59.0,1567,5.76,5.72,3.54,116.63308799999999,1.006993006993007
24200,1.53,Very Good,E,SI1,60.8,60.0,12386,7.43,7.51,4.54,253.32882199999997,0.9893475366178429
49903,0.71,Ideal,I,SI1,61.9,56.0,2178,5.7,5.73,3.54,115.61994,0.9947643979057591
53736,0.7,Ideal,G,VS2,62.3,57.0,2723,5.65,5.68,3.53,113.28475999999999,0.994718309859155
46955,0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65,49.11086,0.9884526558891455
858,1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98,166.09136999999998,1.0031007751937984
40968,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04,82.04352000000002,0.9980769230769231
6638,0.9,Very Good,I,VS2,61.4,58.0,4089,6.22,6.25,3.83,148.89125,0.9952
35978,0.35,Very Good,G,VVS1,59.3,61.0,921,4.58,4.62,2.73,57.765708000000004,0.9913419913419913
44334,0.33,Premium,I,VS1,61.6,60.0,521,4.42,4.45,2.73,53.69637,0.9932584269662921
20695,1.53,Ideal,I,SI1,61.9,54.0,8971,7.43,7.5,1.53,85.25925,0.9906666666666666
48476,0.7,Good,F,SI2,63.3,58.0,1978,5.57,5.61,3.54,110.61685800000001,0.9928698752228164
13042,0.36,Very Good,F,SI1,61.9,59.0,600,4.51,4.54,2.8,57.33112,0.9933920704845814
11667,1.01,Good,I,VS1,59.0,63.5,5056,6.5,6.57,3.86,164.8413,0.989345509893455
8782,1.0,Premium,H,SI1,61.2,62.0,4469,6.36,6.32,3.88,155.957376,1.0063291139240507
5538,0.92,Ideal,H,SI2,60.5,57.0,3854,6.3,6.29,3.81,150.97887,1.0015898251192368
39202,0.32,Ideal,D,VVS1,61.0,57.0,1064,4.45,4.43,2.71,53.423584999999996,1.0045146726862304
51391,1.16,Premium,H,I1,61.7,62.0,2368,6.68,6.64,4.11,182.299872,1.0060240963855422
42601,0.32,Premium,H,VS2,59.5,58.0,505,4.47,4.5,2.67,53.707049999999995,0.9933333333333333
37490,0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81,57.536436,1.002212389380531
18263,1.51,Premium,J,VS2,59.6,60.0,7418,7.48,7.58,4.49,254.57581600000003,0.9868073878627969
39326,0.3,Ideal,E,VVS1,61.7,57.0,1071,4.32,4.34,2.67,50.059295999999996,0.9953917050691246
1878,0.71,Ideal,E,VS2,62.2,57.0,3073,5.69,5.73,3.55,115.74313500000001,0.9930191972076788
33535,0.35,Ideal,D,VS2,61.8,55.0,829,4.53,4.56,2.81,58.045608,0.9934210526315791
39747,0.43,Ideal,G,VS2,62.4,56.0,1093,4.87,4.84,3.02,71.183816,1.006198347107438
10518,0.71,Ideal,E,VVS1,62.0,56.0,4802,5.69,5.73,3.54,115.41709800000001,0.9930191972076788
13509,1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06,164.22375199999996,1.0063091482649842
10120,1.02,Premium,D,SI2,61.5,56.0,4718,6.51,6.47,3.99,168.057603,1.0061823802163834
12224,1.0,Premium,F,SI1,60.7,60.0,5197,6.36,6.4,3.87,157.52448000000004,0.99375
31495,0.34,Ideal,G,VS2,62.0,56.0,765,4.5,4.47,2.78,55.91969999999999,1.0067114093959733
39965,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92,66.99560399999999,0.9916839916839917
14841,1.26,Very Good,E,SI2,62.9,59.0,5976,6.82,6.85,4.3,200.88309999999998,0.9956204379562045
33069,0.32,Ideal,H,IF,62.6,54.0,814,4.38,4.4,2.75,52.998000000000005,0.9954545454545454
11834,1.0,Premium,H,VS2,61.3,61.0,5096,6.44,6.38,3.93,161.472696,1.0094043887147337
6610,1.0,Very Good,F,SI2,60.2,59.0,4082,6.41,6.48,3.88,161.16278400000002,0.9891975308641975
30420,0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72,51.94329600000001,0.995433789954338
27009,1.72,Ideal,G,VS2,62.4,55.0,17125,7.63,7.68,4.78,280.100352,0.9934895833333334
40808,0.5,Very Good,G,SI1,62.8,55.0,1170,5.03,5.07,3.17,80.84165700000001,0.9921104536489151
968,1.19,Fair,H,I1,65.1,59.0,2892,6.62,6.55,4.29,186.01869,1.0106870229007634
32362,0.3,Ideal,G,VVS1,61.7,55.0,789,4.32,4.34,2.67,50.059295999999996,0.9953917050691246
20163,1.06,Ideal,F,VVS2,61.1,57.0,8619,6.57,6.62,4.03,175.27840200000003,0.9924471299093656
748,0.33,Ideal,I,SI1,63.0,57.0,557,4.39,4.37,2.76,52.948668,1.0045766590389016
20215,1.01,Ideal,G,VVS1,61.1,56.0,8647,6.51,6.49,3.97,167.732103,1.003081664098613
30810,0.35,Ideal,H,VVS1,62.0,53.9,743,4.5,4.53,2.8,57.078,0.9933774834437086
1033,0.7,Very Good,G,VVS2,63.3,59.0,2905,5.59,5.62,3.55,111.52609,0.994661921708185
17547,1.01,Premium,G,VS1,60.7,58.0,7059,6.52,6.49,3.95,167.14346,1.0046224961479198
43432,0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19,88.258368,0.9924242424242424
43671,0.5,Very Good,F,VS2,62.9,57.0,1436,5.06,5.11,3.2,82.74112000000001,0.9902152641878668
13596,1.04,Premium,H,VS2,61.2,59.0,5561,6.57,6.51,4.0,171.0828,1.0092165898617513
49404,0.52,Ideal,E,VS1,61.9,55.0,2105,5.16,5.18,3.2,85.53216,0.9961389961389963
30476,0.31,Premium,I,VVS1,61.0,58.0,732,4.39,4.33,2.66,50.563142,1.0138568129330252
30217,0.33,Ideal,E,VS2,62.3,55.0,723,4.43,4.46,2.77,54.729106,0.9932735426008968
5274,0.73,Ideal,F,VS1,61.2,57.0,3797,5.79,5.84,3.56,120.376416,0.9914383561643836
4286,1.0,Premium,F,SI2,60.2,58.0,3584,6.47,6.42,3.88,161.165112,1.0077881619937694
16041,0.3,Very Good,I,VS1,63.5,57.0,608,4.29,4.24,2.71,49.29381600000001,1.0117924528301887
13923,1.01,Fair,G,VS2,67.8,59.0,5666,6.07,6.02,4.1,149.81973999999997,1.0083056478405317
46357,0.57,Premium,F,VS2,59.8,59.0,1760,5.4,5.37,3.22,93.37356000000001,1.005586592178771
14641,1.38,Premium,J,SI1,59.0,59.0,5912,7.38,7.32,4.34,234.453744,1.0081967213114753
16835,1.01,Very Good,E,VS2,62.9,60.0,6714,6.36,6.4,4.01,163.22304000000003,0.99375
18390,0.32,Very Good,D,SI1,60.1,60.0,619,4.38,4.4,2.64,50.878080000000004,0.9954545454545454
6763,1.01,Good,E,SI1,64.3,59.0,4106,6.28,6.31,4.05,160.48853999999997,0.995245641838352
43864,0.5,Ideal,G,VS2,62.5,57.0,1449,5.04,5.07,3.16,80.74684800000001,0.9940828402366864
4907,1.12,Premium,F,SI2,62.4,59.0,3723,6.6,6.54,4.1,176.97239999999996,1.0091743119266054
6698,0.31,Good,I,SI1,63.8,55.0,408,4.31,4.34,2.76,51.62690399999999,0.9930875576036866
9990,1.5,Fair,I,SI2,64.9,61.0,4704,7.14,7.09,4.62,233.876412,1.007052186177715
14359,1.02,Very Good,E,SI1,62.6,58.0,5814,6.4,6.45,4.02,165.94559999999998,0.9922480620155039
30375,0.3,Fair,F,VS2,56.3,64.0,729,4.44,4.39,2.5,48.729000000000006,1.0113895216400912
47843,0.65,Ideal,H,SI1,61.5,55.0,1908,5.59,5.63,3.45,108.577365,0.9928952042628775
19355,0.3,Good,E,VVS2,63.0,58.0,622,4.27,4.34,2.71,50.22117799999999,0.9838709677419354
6940,1.0,Fair,E,SI1,66.3,62.0,4140,6.27,6.06,4.09,155.40445799999998,1.0346534653465347
19405,1.12,Ideal,F,VS2,61.2,56.0,8063,6.67,6.73,4.11,184.494201,0.9910846953937592
24619,1.51,Ideal,G,VS2,62.2,57.0,12947,7.28,7.36,4.55,243.79264,0.9891304347826086
20277,1.03,Ideal,F,VVS2,61.6,56.0,8701,6.46,6.53,4.0,168.7352,0.9892802450229708
11758,0.93,Fair,D,VS2,56.3,67.0,5078,6.52,6.45,3.65,153.4971,1.0108527131782945
18964,1.29,Premium,H,VS2,60.7,61.0,7802,7.1,7.01,4.28,213.01987999999997,1.0128388017118402
28061,0.38,Ideal,E,SI1,62.3,53.0,660,4.65,4.69,2.91,63.46273500000001,0.9914712153518124
41055,0.4,Very Good,E,VVS2,62.1,59.0,1189,4.67,4.7,2.91,63.871590000000005,0.9936170212765957
24551,1.52,Very Good,G,VS2,62.1,58.0,12840,7.36,7.43,4.59,251.003232,0.9905787348586811
28898,0.3,Premium,G,VVS2,61.2,59.0,684,4.31,4.35,2.65,49.68352499999999,0.9908045977011494
28352,0.31,Very Good,F,VS2,61.4,58.4,667,4.37,4.4,2.69,51.72332,0.9931818181818182
3850,0.8,Good,F,VS1,59.0,60.9,3477,6.03,6.04,3.56,129.659472,0.9983443708609272
43702,0.5,Very Good,F,VS2,62.8,56.0,1436,5.05,5.07,3.18,81.41913000000001,0.9960552268244575
25919,2.08,Premium,I,SI1,60.3,59.0,15065,8.26,8.22,4.97,337.44908399999997,1.0048661800486618
3078,0.74,Premium,E,VS1,61.2,58.0,3312,5.88,5.82,3.58,122.51332800000002,1.0103092783505154
40554,0.41,Very Good,D,VS1,62.9,57.0,1151,4.73,4.75,2.98,66.95315000000001,0.9957894736842107
41652,0.4,Ideal,E,VVS2,62.1,56.0,1238,4.73,4.7,2.93,65.13683,1.0063829787234042
43918,0.31,Ideal,I,VS1,61.4,55.2,513,4.32,4.35,2.66,49.98672,0.9931034482758622
25182,2.05,Premium,G,SI1,62.2,56.0,13767,8.19,8.08,5.06,334.8465119999999,1.0136138613861385
11652,1.01,Very Good,H,VS1,59.6,58.0,5055,6.46,6.5,3.86,162.0814,0.9938461538461538
7854,0.9,Very Good,D,SI1,61.0,63.0,4304,6.13,6.1,3.73,139.47589,1.0049180327868852
11104,1.02,Very Good,H,SI1,62.8,58.0,4932,6.37,6.43,4.02,164.65558199999998,0.9906687402799379
51059,0.71,Premium,F,SI2,60.2,60.0,2331,5.8,5.77,3.48,116.46167999999997,1.0051993067590987
3566,1.09,Very Good,E,SI2,63.1,58.0,3418,6.51,6.46,4.09,172.003314,1.0077399380804952
53282,0.3,Ideal,D,SI1,62.2,56.0,552,4.25,4.3,2.66,48.6115,0.9883720930232559
9677,1.52,Fair,H,I1,69.7,55.0,4648,6.92,6.89,4.81,229.33502799999997,1.0043541364296082
21902,1.53,Very Good,G,SI1,62.5,56.0,9971,7.32,7.36,4.59,247.28716800000004,0.9945652173913043
47615,0.55,Ideal,F,VS1,61.9,56.0,1881,5.25,5.29,3.26,90.53835,0.9924385633270322
3769,1.04,Very Good,J,SI2,62.8,57.0,3459,6.44,6.5,4.06,169.95159999999998,0.9907692307692308
42873,0.55,Ideal,G,SI2,61.6,56.0,1358,5.28,5.31,3.26,91.39996799999999,0.9943502824858759
21194,1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6,244.79727999999997,0.9958960328317374
2030,0.7,Premium,G,VVS1,61.2,56.0,3105,5.75,5.68,3.5,114.30999999999999,1.012323943661972
29656,0.35,Very Good,F,VS2,61.1,62.0,706,4.5,4.54,2.76,56.386799999999994,0.9911894273127754
16434,1.13,Ideal,E,SI1,62.2,55.0,6563,6.66,6.69,4.15,184.90491000000003,0.9955156950672646
47939,0.56,Premium,E,VS2,62.1,57.0,1915,5.3,5.27,3.28,91.61367999999999,1.0056925996204935
7198,0.85,Ideal,E,VS1,63.0,57.0,4189,6.08,5.99,3.8,138.39296000000002,1.015025041736227
24751,1.73,Very Good,H,VS2,59.2,61.0,13102,7.78,7.82,4.62,281.078952,0.9948849104859335
40534,0.38,Premium,G,IF,62.5,60.0,1148,4.61,4.64,2.89,61.818256,0.9935344827586208
22585,1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31,205.49390399999996,0.9927849927849928
45964,0.24,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47,40.513187,0.9901719901719902
9661,1.01,Very Good,H,SI1,63.3,58.0,4642,6.4,6.37,4.04,164.70272,1.0047095761381477
26374,2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93,333.50266799999997,0.9867149758454107
49980,0.3,Very Good,G,VS2,61.7,56.0,541,4.32,4.35,2.67,50.17464,0.9931034482758622
42129,0.48,Premium,F,VS2,61.3,60.0,1279,5.01,4.97,3.06,76.193082,1.0080482897384306
43430,0.5,Very Good,D,SI1,60.3,59.0,1415,5.11,5.14,3.09,81.16008599999999,0.9941634241245138
33853,0.3,Ideal,E,VS2,61.5,55.0,844,4.4,4.32,2.68,50.94144000000001,1.0185185185185186
43049,0.54,Very Good,F,SI1,59.3,60.0,1376,5.32,5.37,3.17,90.561828,0.9906890130353818
52689,0.7,Very Good,F,VS2,63.9,59.0,2552,5.56,5.61,3.57,111.354012,0.9910873440285204
2630,0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41,105.225098,0.9946140035906642
50032,0.54,Very Good,F,VVS2,60.2,59.0,2198,5.27,5.3,3.18,88.82057999999999,0.9943396226415094
22166,1.5,Premium,D,SI2,60.5,59.0,10206,7.37,7.27,4.43,237.35895699999998,1.0137551581843192
33513,0.4,Ideal,J,IF,62.6,56.0,828,4.71,4.75,2.96,66.2226,0.991578947368421
2502,0.71,Ideal,E,VS1,62.3,56.0,3198,5.66,5.7,3.54,114.20748,0.9929824561403509
9091,0.9,Ideal,D,SI1,62.1,57.0,4523,6.18,6.25,3.86,149.0925,0.9887999999999999
50940,0.63,Ideal,G,VS2,61.9,58.0,2320,5.48,5.51,3.4,102.66232,0.9945553539019965
40912,0.42,Premium,G,VVS1,60.2,59.0,1179,4.82,4.84,2.91,67.886808,0.9958677685950414
30003,0.43,Premium,H,SI1,59.0,58.0,716,4.93,4.96,2.92,71.402176,0.9939516129032258
36522,0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02,69.00186599999999,1.0041928721174005
725,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82,55.967976,0.993288590604027
29845,0.3,Premium,D,VS2,60.4,59.0,710,4.33,4.35,2.62,49.34901,0.9954022988505749
3858,0.72,Ideal,G,VS1,61.4,56.0,3478,5.75,5.79,3.55,118.18837499999998,0.9930915371329879
46129,0.51,Ideal,F,VS1,62.1,56.0,1744,5.13,5.15,3.19,84.27820500000001,0.9961165048543689
27176,2.0,Good,H,SI1,58.0,58.0,17447,8.21,8.26,4.78,324.153788,0.993946731234867
44851,0.58,Ideal,I,VS2,61.8,55.0,1626,5.36,5.38,3.32,95.738176,0.996282527881041
18388,0.29,Very Good,E,VS1,60.0,57.0,619,4.33,4.34,2.6,48.85972,0.9976958525345623
9630,1.15,Premium,I,SI1,62.2,56.0,4637,6.77,6.67,4.18,188.75166199999998,1.0149925037481258
21681,1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56,238.021056,0.9848901098901098
17736,1.51,Fair,J,VS1,65.2,56.0,7139,7.16,7.11,4.65,236.72034000000002,1.0070323488045008
32142,0.4,Good,D,VS2,63.5,56.0,786,4.66,4.72,2.98,65.545696,0.9872881355932204
6335,1.0,Premium,H,SI2,61.0,57.0,4032,6.51,6.4,3.94,164.15616,1.0171875
20878,2.02,Fair,J,SI2,67.5,59.0,9095,7.76,7.65,5.2,308.69280000000003,1.0143790849673202
8934,1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93,168.33290400000004,1.0200617283950617
28107,0.36,Premium,D,SI1,61.5,59.0,663,4.52,4.55,2.79,57.37914,0.9934065934065933
8225,1.06,Premium,F,SI2,62.4,58.0,4372,6.5,6.54,4.07,173.0157,0.9938837920489296
36968,0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95,65.85875,1.0106382978723405
28574,0.3,Premium,H,VS1,63.0,58.0,675,4.28,4.23,2.68,48.51979200000001,1.011820330969267
38063,0.3,Ideal,E,IF,61.1,57.0,1013,4.31,4.33,2.64,49.268471999999996,0.995381062355658
18045,0.35,Very Good,E,SI1,60.7,59.0,614,4.52,4.57,2.76,57.01166399999999,0.9890590809628007
40942,0.27,Ideal,H,VS1,62.3,54.0,500,4.16,4.19,2.6,45.31904000000001,0.9928400954653938
28298,0.24,Ideal,I,VVS1,62.3,57.0,432,3.98,3.95,2.47,38.830870000000004,1.0075949367088608
45479,0.52,Ideal,D,VS2,60.3,56.0,1677,5.24,5.27,3.17,87.538916,0.9943074003795067
36382,0.38,Premium,D,SI1,62.2,58.0,941,4.63,4.57,2.86,60.515026000000006,1.013129102844639
44492,0.55,Ideal,F,SI1,61.7,56.4,1598,5.26,5.3,3.25,90.60349999999998,0.9924528301886792
29605,0.35,Ideal,F,VS2,62.5,57.0,706,4.5,4.53,2.82,57.4857,0.9933774834437086
3780,1.06,Ideal,F,SI2,62.7,56.0,3461,6.52,6.47,4.07,171.690508,1.007727975270479
24686,1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64,257.529744,0.9946452476572959
39320,0.52,Very Good,H,SI1,61.3,60.0,1071,5.15,5.23,3.18,85.65171000000001,0.9847036328871893
37196,0.41,Very Good,F,VS1,61.5,57.0,974,4.77,4.81,2.95,67.683915,0.9916839916839917
33490,0.32,Ideal,F,VS2,62.3,56.0,828,4.4,4.37,2.73,52.49244,1.0068649885583525
37519,0.41,Good,D,VS1,60.2,62.0,986,4.8,4.84,2.9,67.3728,0.9917355371900827
3793,0.7,Good,D,VS1,60.4,62.0,3463,5.73,5.76,3.47,114.52665600000002,0.9947916666666667
19364,0.27,Ideal,E,VVS2,62.1,57.0,622,4.13,4.15,2.57,44.048515,0.9951807228915661
12758,1.2,Very Good,I,VS1,63.1,58.0,5322,6.7,6.62,4.2,186.2868,1.0120845921450152
37733,0.45,Ideal,F,SI2,62.5,57.0,996,4.9,4.86,3.05,72.6327,1.008230452674897
4240,0.93,Very Good,J,VS2,62.8,56.0,3576,6.14,6.22,3.88,148.18030399999998,0.9871382636655949
46162,0.5,Premium,E,VS2,61.1,61.0,1746,5.13,5.11,3.13,82.050759,1.0039138943248531
15286,1.09,Ideal,D,SI1,62.7,56.0,6133,6.55,6.59,4.12,177.83774,0.9939301972685888
4474,0.7,Very Good,E,IF,63.4,58.0,3622,5.64,5.59,3.56,112.23825599999999,1.0089445438282647
52195,0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49,111.21164200000001,1.005328596802842
3976,0.9,Very Good,E,SI1,62.9,57.0,3510,6.11,6.17,3.86,145.516982,0.9902755267423016
16704,0.32,Ideal,J,VS1,61.3,57.0,421,4.41,4.43,2.71,52.943373,0.9954853273137698
3359,0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89,146.64521999999997,0.9870550161812298
36297,0.32,Very Good,D,SI2,62.8,57.0,477,4.35,4.38,2.74,52.20522,0.9931506849315068
43621,0.52,Ideal,F,SI1,60.4,56.0,1432,5.22,5.28,3.17,87.370272,0.9886363636363635
46789,0.5,Good,E,VS1,58.2,61.0,1806,5.19,5.22,3.03,82.08815399999999,0.9942528735632186
43541,0.59,Good,I,VVS2,57.8,61.0,1427,5.52,5.6,3.21,99.22751999999998,0.9857142857142857
44392,0.51,Very Good,E,VS1,58.1,60.0,1583,5.28,5.32,3.08,86.51596800000002,0.9924812030075187
2665,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55,120.64781499999998,0.9796264855687606
28525,0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95,67.26,0.9895833333333334
5106,0.72,Ideal,F,VS1,61.6,56.0,3759,5.76,5.79,3.56,118.727424,0.9948186528497409
5553,0.9,Premium,E,SI2,61.6,59.0,3856,6.26,6.18,3.83,148.170444,1.0129449838187703
50299,0.28,Very Good,E,VVS2,62.0,56.0,544,4.22,4.3,2.63,47.72397999999999,0.9813953488372092
49119,0.56,Ideal,G,VVS2,61.6,55.0,2066,5.32,5.35,3.28,93.35535999999999,0.9943925233644861
2792,0.78,Very Good,D,SI1,62.5,58.0,3258,5.86,5.89,3.67,126.67151799999999,0.9949066213921902
40772,0.46,Fair,D,VS1,67.3,61.0,1166,4.81,4.71,3.21,72.72287099999998,1.0212314225053079
37767,0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9,68.21409,1.0082815734989647
26959,2.5,Very Good,J,SI1,62.8,57.0,17028,8.58,8.65,5.41,401.51397000000003,0.991907514450867
48692,0.58,Ideal,H,VVS1,61.6,56.0,2006,5.35,5.39,3.31,95.448815,0.9925788497217068
27539,2.01,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01,333.589347,1.007380073800738
38657,0.42,Ideal,D,SI1,61.9,57.0,1040,4.82,4.77,2.97,68.284458,1.0104821802935011
3551,0.77,Very Good,F,VVS2,63.5,59.0,3415,5.77,5.72,3.65,120.46605999999998,1.0087412587412588
11443,0.72,Ideal,F,VVS1,60.8,56.0,5006,5.81,5.83,3.54,119.90794199999999,0.9965694682675814
6087,1.02,Fair,H,SI1,64.6,55.0,3972,6.33,6.28,4.07,161.792268,1.0079617834394905
18041,0.35,Very Good,E,SI1,62.9,58.0,614,4.48,4.52,2.83,57.306368000000006,0.9911504424778763
10536,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98,156.714092,1.0047923322683707
51621,0.72,Very Good,G,SI1,62.8,60.0,2396,5.78,5.68,3.6,118.18943999999999,1.017605633802817
11500,1.02,Very Good,F,SI1,61.9,58.0,5019,6.43,6.49,4.0,166.9228,0.9907550077041601
36770,0.34,Ideal,F,VS1,62.2,56.0,956,4.47,4.44,2.77,54.97563600000001,1.0067567567567566
828,0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89,156.59973,1.0142857142857142
21297,1.5,Very Good,E,SI2,63.5,59.0,9450,7.28,7.25,4.61,243.31580000000002,1.004137931034483
43547,0.53,Premium,F,SI1,62.0,59.0,1428,5.23,5.16,3.22,86.89749600000002,1.0135658914728682
13664,1.01,Very Good,H,VS1,62.0,60.0,5593,6.43,6.38,3.97,162.862898,1.0078369905956113
24063,1.37,Ideal,G,VVS2,62.3,55.5,12207,7.05,7.14,4.43,222.99290999999997,0.9873949579831933
41298,0.34,Ideal,D,VVS1,61.7,57.0,1211,4.52,4.49,2.78,56.419543999999995,1.0066815144766146
14246,0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87,145.65209399999998,0.9854368932038835
43795,0.7,Good,J,SI1,64.3,56.0,1442,5.62,5.57,3.6,112.69224000000001,1.0089766606822261
21872,1.2,Ideal,D,VS2,61.4,56.0,9935,6.88,6.79,4.2,196.20384,1.0132547864506627
13469,1.04,Ideal,E,SI2,62.3,55.0,5531,6.46,6.49,4.03,168.95936200000003,0.9953775038520801
31743,0.4,Premium,D,SI1,60.8,59.0,772,4.77,4.8,2.91,66.62736,0.9937499999999999
12177,1.02,Premium,E,SI1,62.6,58.0,5183,6.44,6.47,4.05,168.75054,0.9953632148377126
22468,1.22,Premium,F,VVS2,63.0,56.0,10494,6.88,6.76,4.3,199.98784,1.017751479289941
32502,0.32,Very Good,F,VS1,60.0,62.0,798,4.44,4.49,2.68,53.427408000000014,0.9888641425389756
23857,2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05,341.62946999999997,1.0085470085470085
45923,0.53,Ideal,E,VS2,61.4,56.0,1721,5.21,5.24,3.21,87.634284,0.9942748091603053
8097,0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82,154.51709,1.0031496062992127
